form	count	lemma	gloss
πίστευσον	2	πιστεύω	I believe, have faith in
μείνητε	2	μένω	I remain, abide
πείσαντες	2	πείθω	I persuade, urge
σχίσματα	2	σχίσμα	a rent, division
ἀκροαταί	2	ἀκροατής	a hearer of, a listener to
κόλασιν	2	κόλασις	chastisement, punishment
χρυσός	2	χρυσός	anything made of gold
ὑαλίνην	2	ὑάλινος	glassy, transparent
Ἰωσαφάτ	2	Ἰωσαφάτ	Jehoshaphat
μερισθῇ	2	μερίζω	I divide, part, share
λαλήσῃ	2	λαλέω	I speak, say
Ὑμέναιος	2	Ὑμέναιος	Hymenaeus
ἐπιτρέπεται	2	ἐπιτρέπω	I allow, permit
δράκοντος	2	δράκων	a dragon or huge serpent
φρόνιμος	2	φρόνιμος	intelligent, prudent
ὑποστάσεως	2	ὑπόστασις	assurance, substance, reality
πεπλήρωμαι	2	πληρόω	I fill, fulfill, complete
βοήθησον	2	βοηθέω	I come to the rescue of
νόμους	2	νόμος	a law, the Mosaic Law
τάραχος	2	τάραχος	a disturbance, commotion
φραγμόν	2	φραγμός	a hedge, fence, partition
βαπτίσματος	2	βάπτισμα	the rite or ceremony of baptism
ζητεῖς	2	ζητέω	I seek, search for, desire
δικαίαν	2	δίκαιος	just, righteous, impartial
σώφρονα	2	σώφρων	self-controlled, temperate
ὑπακοή	2	ὑπακοή	obedience
κατέβαινε(ν)	2	καταβαίνω	I go down, come down
περιτεμεῖν	2	περιτέμνω	I circumcise
ταμείοις	2	ταμεῖον	a secret chamber
πυρώσεως	2	πύρωσις	a burning, trial, fiery test
κηρύσσω	2	κηρύσσω	I proclaim, herald, preach
πόρνην	2	πόρνη	a prostitute
παιδείαν	2	παιδεία	discipline
ἐθεασάμεθα	2	θεάομαι	I see, behold, contemplate, visit
ἐκπεσεῖν	2	ἐκπίπτω	I fall out, fall off, fall away, fade away, wither away
ἐλθούσης	2	ἔρχομαι	I come, go
σταδίων	2	στάδιος	one eighth of a Roman mile
ἀπολύτρωσις	2	ἀπολύτρωσις	redemption, deliverance
ἰάσπιδι	2	ἴασπις	jasper
ἀκολουθῆσαι	2	ἀκολουθέω	I accompany, attend, follow
βασιλεῦσαι	2	βασιλεύω	I rule, reign, reign over
ἐνεργοῦντος	2	ἐνεργέω	I work, accomplish, am operative
ὅρκου	2	ὅρκος	an oath
δόλον	2	δόλος	deceit, guile, treachery
παραδείσῳ	2	παράδεισος	Paradise
παραδιδόντες	2	παραδίδωμι	I hand over, deliver, betray
ἀνεγίνωσκε(ν)	2	ἀναγινώσκω	I read
ἐξηραμμένην	2	ξηραίνω	I dry up, parch, ripen
φίλε	2	φίλος	friendly, a friend
ἐλάχιστον	2	ἐλάχιστος	least, smallest, very little
ζητήματα	2	ζήτημα	a question, dispute
προσεύξομαι	2	προσεύχομαι	I pray, pray for
ἐφθάσαμεν	2	φθάνω	I anticipate, precede, arrive
ἀγνοοῦσι(ν)	2	ἀγνοέω	I do not know, am ignorant of
ἐπέγνωτε	2	ἐπιγινώσκω	I come to know, discern, recognize
ἀρχαί	2	ἀρχή	ruler, beginning
τελείωσις	2	τελείωσις	completion, fulfillment, perfection
ἐτάραξαν	2	ταράσσω	I agitate, stir up, trouble
προγινώσκοντες	2	προγινώσκω	I know beforehand
κέλευσον	2	κελεύω	I command, order
σύμφορον	2	σύμφορον	benefit
δάκρυον	2	δάκρυον	a tear
ἕκτης	2	ἕκτος	sixth
κρούσαντος	2	κρούω	I knock
ἀνίπτοις	2	ἄνιπτος	unwashed
κάθηται	2	κάθημαι	I sit, am seated
Ἀθηναῖοι	2	Ἀθηναῖος	Athenian
ἐπήγειραν	2	ἐπεγείρω	I arouse, stimulate, excite against
ναῦται	2	ναύτης	a sailor
προσκυνήσεις	2	προσκυνέω	I worship
ἔπιε(ν)	2	πίνω	I drink, imbibe
ἐπέστη	2	ἐφίστημι	I stand by, am urgent, befall one, impend
ἔντιμον	2	ἔντιμος	precious, honored, honorable
ἡτοίμασται	2	ἑτοιμάζω	I make ready, prepare
εὑρήσουσι(ν)	2	εὑρίσκω	I find
σκιά	2	σκιά	a shadow, thick darkness, an outline
σιγάτω	2	σιγάω	I keep silent
καλύπτει	2	καλύπτω	I veil, hide, conceal, envelop
διαφέροντα	2	διαφέρω	I carry through, differ, surpass, excel
καταρτίσαι	2	καταρτίζω	I fit together, prepare
παραδιδόναι	2	παραδίδωμι	I hand over, deliver, betray
κατευθύναι	2	κατευθύνω	I make straight, direct
τετράποδα	2	τετράπους	four-footed
ἀναπέπαυται	2	ἀναπαύω	I make to rest, give rest to, rest, take my ease
ὑποτασσόμεναι	2	ὑποτάσσω	I place under, subject to
διέτριβε(ν)	2	διατρίβω	I tarry, continue, stay
ἠλί	2	ἠλί	Eli
ἐδίδουν	2	δίδωμι	I offer, give
παρετηροῦντο	2	παρατηρέω	I watch
κληθήσονται	2	καλέω	I call, invite, name
ὑψηλά	2	ὑψηλός	high, lofty
ψαλμῶν	2	ψαλμός	a psalm
χιλίας	2	χίλιοι	a thousand
ἔναντι	2	ἔναντι	before, in the presence of
ἐξήρχετο	2	ἐξέρχομαι	I go out, come out
θήσει	2	τίθημι	I put, place
ἄμεμπτος	2	ἄμεμπτος	blameless
μνήσθητι	2	μιμνῄσκομαι	I remember, recall
ἐπίσταμαι	2	ἐπίσταμαι	I know, understand
αἰτεῖσθαι	2	αἰτέω	I ask, request, beg, petition
μακροθυμία	2	μακροθυμία	patience, forbearance
εὑρέθησαν	2	εὑρίσκω	I find
μέτρου	2	μέτρον	a measure, measuring rod
ὑπενόουν	2	ὑπονοέω	I conjecture, suppose
δειπνήσω	2	δειπνέω	I dine
συγγενεῦσι(ν)	2	συγγενής	akin, a relative
ἀνενέγκας	2	ἀναφέρω	I carry up, lead up, offer up
ἐπέλθῃ	2	ἐπέρχομαι	I approach, overtake, attack
φανερωθέντος	2	φανερόω	I make clear, visible, or manifest
δοκῶ	2	δοκέω	I think, seem, appear, it seems
ἔνδικον	2	ἔνδικος	righteous, just
νεανίσκον	2	νεανίσκος	a young man
ἠλεήθην	2	ἐλεάω	I have pity, show mercy
στομάτων	2	στόμα	the mouth, speech
ἐργαζόμενος	2	ἐργάζομαι	I word, trade, do
δεινῶς	2	δεινῶς	vehemently, terribly
ἐπελάθοντο	2	ἐπιλανθάνομαι	I forget, neglect
βούληται	2	βούλομαι	I will, intend, desire
ἀκαθαρσίαν	2	ἀκαθαρσία	uncleanness, impurity
δέξωνται	2	δέχομαι	I take, receive, accept, welcome
ἀξίνη	2	ἀξίνη	an axe
πάσχοντες	2	πάσχω	I am acted upon, suffer
πνευματικαῖς	2	πνευματικός	spiritual
χαρῆτε	2	χαίρω	I rejoice, am glad
ζήλῳ	2	ζῆλος	eagerness, zeal, rivalry
ἐρημώσεως	2	ἐρήμωσις	desolation, devastation
οἵα	2	οἷος	of what kind, such as
περιέθηκε(ν)	2	περιτίθημι	I put around, bestow
οἰκοδεσπότου	2	οἰκοδεσπότης	a head of a household
κεκλημένοις	2	καλέω	I call, invite, name
ἐπικαλέσηται	2	ἐπικαλέω	I call by an additional name, appeal to
ἀνόμων	2	ἄνομος	lawless, sinful, illegal
ἐρριζωμένοι	2	ῥιζόομαι	I root, fix by the root
ἐξετάσατε	2	ἐξετάζω	I examine, question, search out
ὡραῖοι	2	ὡραῖος	fair, beautiful
διόπερ	2	διόπερ	wherefore
ἡγεμονεύοντος	2	ἡγεμονεύω	I govern
προσλαμβάνεσθε	2	προσλαμβάνομαι	I take to myself, welcome
δωρεά	2	δωρεά	a free gift
ταπεινούς	2	ταπεινός	humble, lowly
στολήν	2	στολή	a long robe
ἐρχομένη	2	ἔρχομαι	I come, go
λειτουργόν	2	λειτουργός	a minister, servant
δωμάτων	2	δῶμα	the top of the house
πορευθῆναι	2	πορεύομαι	I travel, journey, go
προσλαβόμενος	2	προσλαμβάνομαι	I take to myself, welcome
ἐσκίρτησε(ν)	2	σκιρτάω	I leap for joy
πιστούς	2	πιστός	trustworthy, faithful, believing
ἐρχομένου	2	ἔρχομαι	I come, go
ἡγιασμένοι	2	ἁγιάζω	I make holy, sanctify
καθήσεσθε	2	κάθημαι	I sit, am seated
αὔξησιν	2	αὔξησις	increasing, increase, growth
προπεμφθῆναι	2	προπέμπω	I send forward, accompany
αἰτίας	2	αἰτία	a cause, reason, charge
ἀπόθεσις	2	ἀπόθεσις	a putting off, a laying down
καταργηθήσεται	2	καταργέω	I bring to naught, sever, abolish
τεθνηκώς	2	θνῄσκω	I am dying, am dead
ἔχοι	2	ἔχω	I have, hold, possess
ἰσχύω	2	ἰσχύω	I am strong, able
ἄμεμπτοι	2	ἄμεμπτος	blameless
ἡγούμενοι	2	ἡγέομαι	I lead, think
κατεῖχον	2	κατέχω	I hold fast, bind, restrain
συνελάλουν	2	συλλαλέω	I talk with
προσδεχομένοις	2	προσδέχομαι	I expect, welcome, accept
τροφήν	2	τροφή	food, nourishment
ἄγει	2	ἄγω	I lead
ἰᾶτο	2	ἰάομαι	I heal
κρίσεις	2	κρίσις	judging, divine judgment
ἐλαίας	2	ἐλαία	an olive tree
κατανοεῖς	2	κατανοέω	I understand, perceive, consider
ἐγνώρισα	2	γνωρίζω	I make known, declare, know
ἀπολεῖσθε	2	ἀπόλλυμι	I destroy, lose, am perishing
διώκω	2	διώκω	I pursue, persecute
συνῆλθε(ν)	2	συνέρχομαι	I come or go with, accompany, assemble
εἰσελθόντων	2	εἰσέρχομαι	I go in, come in, enter
καπνόν	2	καπνός	smoke
προέθετο	2	προτίθεμαι	I purpose, design beforehand
ἐνέδραν	2	ἐνέδρα	an ambush, plot, treachery, fraud
ἐπιούσιον	2	ἐπιούσιος	for the morrow, necessary, sufficient
ὀνειδίσωσι(ν)	2	ὀνειδίζω	I reproach, revile, upbraid
ἀποβήσεται	2	ἀποβαίνω	I go or come out of, disembark, result
δοκιμαζέτω	2	δοκιμάζω	I put to the test, prove, examine
ἐλαφρόν	2	ἐλαφρός	light, not burdensome
πλοίων	2	πλοῖον	a ship, vessel
πρώτου	2	πρῶτος	first, before
κρείττοσι(ν)	2	κρείττων	stronger, more excellent
Ῥοβοάμ	2	Ῥοβοάμ	Rehoboam
προσερχώμεθα	2	προσέρχομαι	I come near, consent to
περιΐστασο	2	περιΐστημι	I stand around, avoid, shun
ἀπέρχῃ	2	ἀπέρχομαι	I come or go away from, depart, return
καῦμα	2	καῦμα	burning heat, heat
ἐπιγινώσκει	2	ἐπιγινώσκω	I come to know, discern, recognize
ἐλπιοῦσι(ν)	2	ἐλπίζω	I hope, hope for, expect
κοπιῶντας	2	κοπιάω	I grow weary, toil
συνιῶσι(ν)	2	συνίημι	I consider, understand
γαμῶν	2	γαμέω	I marry
ἀχειροποίητον	2	ἀχειροποίητος	not made by hand, not handmade
τεθεμελιωμένοι	2	θεμελιόω	I found, lay the foundation
λυχνίαι	2	λυχνία	a lamp-stand
ἀπολέσθαι	2	ἀπόλλυμι	I destroy, lose, am perishing
ἑστός	2	ἵστημι	I cause to stand, stand
ἐπιποθῶ	2	ἐπιποθέω	I long for, strain after, desire greatly
μοιχεύει	2	μοιχεύω	I commit adultery
παραβάσεως	2	παράβασις	a transgression
κρινέτω	2	κρίνω	I judge, decide, think good
ἀναστᾶσα	2	ἀνίστημι	I raise up, set up, rise from
ἔτεσι(ν)	2	ἔτος	a year
χωρεῖ	2	χωρέω	I make room, go, receive
πεσεῖται	2	πίπτω	I fall, fall under
ὕμνοις	2	ὕμνος	a hymn, sacred song
Ἰωβήδ	2	Ἰωβήδ	Obed
δεκαοκτώ	2	δεκαοκτώ	eighteen
ἠθέτησαν	2	ἀθετέω	I annul
κέκρικα	2	κρίνω	I judge, decide, think good
καταρτίζοντας	2	καταρτίζω	I fit together, prepare
βαλλόντων	2	βάλλω	I cast, throw, rush, put, place, drop
ἁμαρτάνοντες	2	ἁμαρτάνω	I sin
ἄγουσι(ν)	2	ἄγω	I lead
καθαρῷ	2	καθαρός	clean, pure, unstained
ζήσῃ	2	ζάω	I live
ἀναγνωσθῇ	2	ἀναγινώσκω	I read
νουθετεῖτε	2	νουθετέω	I admonish, warn, counsel
μενεῖτε	2	μένω	I remain, abide
προσεληλύθατε	2	προσέρχομαι	I come near, consent to
ἀνεγκλήτους	2	ἀνέγκλητος	irreproachable, blameless
περισσεύοντες	2	περισσεύω	I exceed, am left over
ἐπιβουλῆς	2	ἐπιβουλή	a plot, design against
περιτέμνειν	2	περιτέμνω	I circumcise
κήπῳ	2	κῆπος	a garden
λαλήσουσι(ν)	2	λαλέω	I speak, say
ἐσείσθη	2	σείω	I shake
τηρούντων	2	τηρέω	I keep, guard, observe
ἐφάγομεν	2	ἐσθίω	I eat
σπλαγχνίζομαι	2	σπλαγχνίζομαι	I have pity on
ἐθνικοί	2	ἐθνικός	pagan, heathen, gentile; a Gentile, non-Jew
κοιμωμένων	2	κοιμάομαι	I fall asleep, am asleep
κιθαρῳδῶν	2	κιθαρῳδός	a harpist
ἄλογα	2	ἄλογος	unreasonable, senseless
μοιχεύεις	2	μοιχεύω	I commit adultery
ἐνθυμήσεις	2	ἐνθύμησις	inward thought, reflection, thoughts
Βόες	2	Βόες	Boaz
πλεονεξίαν	2	πλεονεξία	covetousness, avarice
ἐνέδυσαν	2	ἐνδύω	I put on, clothe
πυλῶνος	2	πυλών	a large gate, a gateway, porch
ἀλάβαστρον	2	ἀλάβαστρον	an alabaster phial or bottle
παραλημφθήσεται	2	παραλαμβάνω	I take, receive
εὐλογοῦντες	2	εὐλογέω	I bless
Ἀπολλῶν	2	Ἀπολλῶς	Apollos
ἐμοῖς	2	ἐμός	mine
πορνεῖαι	2	πορνεία	fornication, idolatry
αἴρεις	2	αἴρω	I raise, lift up
ἀκούσονται	2	ἀκούω	I hear, listen
νεφέλαις	2	νεφέλη	a cloud
γέμοντα	2	γέμω	I am full of
ὀγδοήκοντα	2	ὀγδοήκοντα	eighty
εὐκαίρως	2	εὐκαίρως	in season, conveniently
αἰτείτω	2	αἰτέω	I ask, request, beg, petition
δουλεύετε	2	δουλεύω	I am a slave, am subject to, obey
σταυροῦσι(ν)	2	σταυρόω	I crucify
ἐμείναμεν	2	μένω	I remain, abide
περιελόντες	2	περιαιρέω	I strip off, cast off
διακονεῖν	2	διακονέω	I wait at table, serve
τίσι(ν)	2	τίς	who, which, what
πόσις	2	πόσις	drink
ποιηταί	2	ποιητής	a doer, performer, poet
κρίματα	2	κρίμα	a judgment, verdict, lawsuit
ἐδόθησαν	2	δίδωμι	I offer, give
ψῦχος	2	ψῦχος	cold
φιλοῦσι(ν)	2	φιλέω	I love, kiss
θυμιαμάτων	2	θυμίαμα	incense
παιδείας	2	παιδεία	discipline
ἄρτῳ	2	ἄρτος	bread, a loaf, food
τυχεῖν	2	τυγχάνω	I obtain, I happen, perhaps
ἐρήμου	2	ἔρημος	deserted, desolate, a desert
ὀφείλετε	2	ὀφείλω	I owe, ought
ἐπείνασα	2	πεινάω	I am hungry, needy
Σάρδεσι(ν)	2	Σάρδεις	Sardis
συναχθήσονται	2	συνάγω	I gather together
λαβέτω	2	λαμβάνω	I receive, take
Μελχί	2	Μελχί	Melchi
μεθύουσι(ν)	2	μεθύω	I am drunk
οἷα	2	οἷος	of what kind, such as
σαλευόμενον	2	σαλεύω	I shake, excite
ἐρχέσθω	2	ἔρχομαι	I come, go
χωριζέτω	2	χωρίζω	I separate, depart
ἶρις	2	ἶρις	a rainbow
τιθέναι	2	τίθημι	I put, place
πεπίστευκα	2	πιστεύω	I believe, have faith in
παραπικρασμῷ	2	παραπικρασμός	a provocation, irritation
